# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-t" "exon" "-O" "-g" "Parent" "-a" "/scratch/ys33815/endo6_38/b73bam/Zm-B73-REFERENCE-NAM-5.0_Zm00001eb.1.gff3" "-o" "../endo6_38_counts_dec.txt" "SRR1169626Aligned.sortedByCoord.out.bam" "SRR1169633Aligned.sortedByCoord.out.bam" "SRR1169641Aligned.sortedByCoord.out.bam" "SRR1169627Aligned.sortedByCoord.out.bam" "SRR1169634Aligned.sortedByCoord.out.bam" "SRR1169642Aligned.sortedByCoord.out.bam" "SRR1169628Aligned.sortedByCoord.out.bam" "SRR1169635Aligned.sortedByCoord.out.bam" "SRR1169643Aligned.sortedByCoord.out.bam" "SRR1169629Aligned.sortedByCoord.out.bam" "SRR1169636Aligned.sortedByCoord.out.bam" "SRR1169644Aligned.sortedByCoord.out.bam" "SRR1169630Aligned.sortedByCoord.out.bam" "SRR1169637Aligned.sortedByCoord.out.bam" "SRR1169645Aligned.sortedByCoord.out.bam" "SRR1169631Aligned.sortedByCoord.out.bam" "SRR1169639Aligned.sortedByCoord.out.bam" "SRR1169646Aligned.sortedByCoord.out.bam" "SRR1169632Aligned.sortedByCoord.out.bam" "SRR1169640Aligned.sortedByCoord.out.bam" "SRR1169647Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1169626Aligned.sortedByCoord.out.bam	SRR1169633Aligned.sortedByCoord.out.bam	SRR1169641Aligned.sortedByCoord.out.bam	SRR1169627Aligned.sortedByCoord.out.bam	SRR1169634Aligned.sortedByCoord.out.bam	SRR1169642Aligned.sortedByCoord.out.bam	SRR1169628Aligned.sortedByCoord.out.bam	SRR1169635Aligned.sortedByCoord.out.bam	SRR1169643Aligned.sortedByCoord.out.bam	SRR1169629Aligned.sortedByCoord.out.bam	SRR1169636Aligned.sortedByCoord.out.bam	SRR1169644Aligned.sortedByCoord.out.bam	SRR1169630Aligned.sortedByCoord.out.bam	SRR1169637Aligned.sortedByCoord.out.bam	SRR1169645Aligned.sortedByCoord.out.bam	SRR1169631Aligned.sortedByCoord.out.bam	SRR1169639Aligned.sortedByCoord.out.bam	SRR1169646Aligned.sortedByCoord.out.bam	SRR1169632Aligned.sortedByCoord.out.bam	SRR1169640Aligned.sortedByCoord.out.bam	SRR1169647Aligned.sortedByCoord.out.bam
Zm00001eb267700_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53560385;53560903;53561128;53561490;53561679;53561836;53562016;53562540;53563049;53563220;53563417;53564461;53564820;53565061;53565206;53573026;53573319;53573486;53574054;53574475;53574606	53560804;53560965;53561405;53561589;53561756;53561895;53562120;53562650;53563090;53563324;53563604;53564738;53564941;53565103;53565297;53573074;53573389;53573605;53574142;53574520;53575033	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2888	1109	909	98	717	910	161	1233	175	350	623	632	264	358	389	251	902	495	312	416	329	495
Zm00001eb267700_T005	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53560478;53560903;53561128;53561490;53561679;53561836;53562016;53563049;53563217;53563417;53564458;53564820;53565061;53565206;53573026;53573319;53573486;53574054;53574475;53574606	53560804;53560965;53561405;53561589;53561756;53561895;53562120;53563090;53563324;53563604;53564738;53564941;53565103;53565297;53573074;53573389;53573605;53574142;53574520;53574896	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2553	1106	907	98	712	903	160	1230	175	348	622	630	260	358	385	248	897	495	308	415	328	494
Zm00001eb267700_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53560385;53560903;53561128;53561490;53561679;53561836;53562016;53562540;53563049;53563220;53563417;53564458;53564820;53565061;53565206;53573026;53573319;53573486;53574054;53574475;53574606	53560804;53560965;53561405;53561589;53561756;53561895;53562120;53562650;53563090;53563324;53563604;53564738;53564941;53565103;53565297;53573074;53573389;53573605;53574142;53574520;53575033	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2891	1109	909	98	717	910	161	1233	175	350	623	632	264	358	389	251	902	495	312	416	329	495
Zm00001eb267700_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53560454;53560903;53561128;53561490;53561679;53561836;53562016;53562540;53563049;53563217;53563417;53564458;53564820;53565061;53565206;53573026;53573319;53573486;53574054;53574475;53574606	53560804;53560965;53561405;53561589;53561756;53561895;53562120;53562650;53563090;53563324;53563604;53564738;53564941;53565103;53565297;53573074;53573389;53573605;53574142;53574520;53574973	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2765	1109	909	98	717	910	161	1233	175	350	623	632	264	358	389	251	902	495	312	416	329	495
Zm00001eb267700_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53560385;53560903;53561128;53561490;53561679;53561836;53562016;53562540;53563049;53563217;53563417;53564461;53564820;53565061;53565206;53573026;53573319;53573486;53574054;53574475;53574606	53560804;53560965;53561405;53561589;53561756;53561895;53562120;53562650;53563090;53563324;53563604;53564738;53564941;53565103;53565297;53573074;53573389;53573605;53574142;53574520;53575033	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2891	1109	909	98	717	910	161	1233	175	350	623	632	264	358	389	251	902	495	312	416	329	495
Zm00001eb267710_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53664425;53665658;53666257;53666418;53666584;53666750;53667232;53667500	53665518;53666172;53666343;53666488;53666660;53666897;53667393;53668019	+;+;+;+;+;+;+;+	2674	168	12	9	75	42	12	23	11	24	11	20	36	5	23	34	15	18	68	8	8	135
Zm00001eb267710_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53664309;53665759;53666257;53666418;53666584;53666750;53667232;53667500	53665518;53666172;53666343;53666488;53666660;53666897;53667393;53668019	+;+;+;+;+;+;+;+	2689	168	12	9	75	42	12	23	11	23	11	20	36	5	23	34	15	18	68	8	8	135
Zm00001eb267710_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53664309;53665759;53666257;53666418;53666584;53666750;53667232;53667500	53664740;53666172;53666343;53666488;53666660;53666897;53667393;53668149	+;+;+;+;+;+;+;+	2041	148	12	8	72	42	12	21	11	20	9	20	32	5	14	30	13	18	59	8	7	115
Zm00001eb267720_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	53871175;53872310;53872602;53872789;53873025;53873323;53873904;53874113;53875681	53872202;53872501;53872700;53872914;53873228;53873797;53874014;53875542;53876553	-;-;-;-;-;-;-;-;-	4538	0	0	1	5	0	2	0	1	1	1	2	11	0	0	6	1	5	17	0	1	52
Zm00001eb267730_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54275824;54276634;54276840;54277621;54278124;54278397;54278578;54278700;54283836;54285023;54285264;54285600;54286049;54286353;54287062;54287226;54287506;54287862;54288102;54288346	54276556;54276732;54277001;54277891;54278257;54278472;54278607;54278959;54283990;54285150;54285518;54285956;54286128;54286982;54287162;54287364;54287658;54288025;54288213;54288642	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4336	1266	1955	431	1010	2093	865	2801	743	1434	1602	1185	1437	602	944	1121	2468	1321	764	699	824	652
Zm00001eb267730_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54275824;54276634;54276840;54277621;54278124;54278397;54278578;54278685;54283836;54285023;54285264;54285600;54286049;54286353;54287062;54287226;54287506;54287862;54288102;54288346	54276556;54276732;54277058;54277891;54278257;54278472;54278607;54278959;54283990;54285150;54285518;54285956;54286128;54286982;54287162;54287364;54287658;54288025;54288213;54288798	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4564	1266	1955	431	1011	2095	866	2801	745	1434	1602	1185	1438	602	944	1121	2468	1321	764	699	824	661
Zm00001eb267730_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54275824;54276634;54276840;54277621;54278124;54278397;54278578;54278700;54283836;54285023;54285264;54285600;54286049;54286353;54287062;54287226;54287506;54287862;54288102;54288346	54276556;54276732;54277001;54277891;54278257;54278472;54278607;54278959;54283990;54285150;54285518;54285956;54286128;54286802;54287162;54287364;54287658;54288025;54288213;54289016	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4530	1258	1951	429	1007	2080	862	2792	740	1424	1598	1177	1429	598	939	1116	2442	1320	763	696	824	660
Zm00001eb267730_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54275824;54276634;54276840;54277621;54278124;54278397;54278578;54278700;54283836;54285023;54285264;54285600;54286049;54286353;54287062;54287226;54287506;54287862;54288102;54288346	54276556;54276732;54277058;54277891;54278257;54278472;54278607;54278959;54283990;54285150;54285518;54285956;54286128;54286982;54287162;54287364;54287658;54288025;54288213;54288642	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4393	1266	1955	431	1011	2093	865	2801	745	1434	1602	1185	1437	602	944	1121	2468	1321	764	699	824	652
Zm00001eb267740_T001	chr6;chr6	54333954;54337037	54333969;54337254	-;-	234	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zm00001eb267750_T005	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54462195;54463271;54463465;54463719;54464047;54464507;54464634;54464872	54462690;54463369;54463602;54463849;54464193;54464539;54464727;54464996	-;-;-;-;-;-;-;-	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267750_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54462135;54462634;54463271;54463465;54463719;54464047;54464507;54464634;54464872	54462548;54462690;54463369;54463602;54463849;54464193;54464539;54464727;54464996	-;-;-;-;-;-;-;-;-	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267750_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54457108;54462343;54463271;54463465;54463719;54464047;54464507;54464634;54464872	54457474;54462690;54463369;54463602;54463849;54464193;54464539;54464727;54464996	-;-;-;-;-;-;-;-;-	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267750_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54462195;54463271;54463465;54463719;54464047;54464507;54464634;54464882	54462690;54463369;54463602;54463849;54464193;54464539;54464727;54464996	-;-;-;-;-;-;-;-	1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267750_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	54457108;54462343;54463271;54463465;54463719;54464047;54464507;54464634;54464882	54457474;54462690;54463369;54463602;54463849;54464193;54464539;54464727;54464996	-;-;-;-;-;-;-;-;-	1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267760_T001	chr6;chr6	54481933;54489022	54482173;54489413	-;-	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267770_T001	chr6;chr6;chr6	54724837;54725128;54725639	54725016;54725203;54726841	+;+;+	1459	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0
Zm00001eb267780_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	55204566;55205222;55205477;55205628;55206924;55207218;55207381;55207539;55207711;55208946;55209234	55205095;55205376;55205519;55205673;55206993;55207291;55207449;55207617;55207832;55209149;55209284	+;+;+;+;+;+;+;+;+;+;+	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267780_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	55204566;55205222;55205453;55205628;55206924;55207218;55207381;55207539;55207711;55208946	55205095;55205376;55205519;55205673;55206993;55207291;55207449;55207617;55207832;55209146	+;+;+;+;+;+;+;+;+;+	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267790_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6	55493770;55494385;55494776;55495180;55495805;55496103;55497203	55494304;55494525;55495057;55495572;55495984;55497001;55497622	-;-;-;-;-;-;-	2850	1509	386	52	853	429	85	1358	109	237	482	255	244	273	208	258	489	246	176	153	159	219
Zm00001eb267790_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6	55493663;55494385;55494776;55495180;55495805;55496103;55496315	55494301;55494525;55495057;55495572;55495984;55496179;55497544	-;-;-;-;-;-;-	2942	1508	386	52	853	429	88	1354	109	237	483	255	244	273	208	258	489	246	176	153	159	219
Zm00001eb267790_T003	chr6;chr6;chr6;chr6;chr6;chr6	55493663;55494385;55494776;55495180;55495805;55496103	55494304;55494525;55495057;55495572;55495984;55497564	-;-;-;-;-;-	3100	1509	386	52	853	429	88	1358	109	237	483	255	244	273	208	258	489	246	176	153	159	219
Zm00001eb267790_T007	chr6;chr6;chr6;chr6;chr6;chr6	55493663;55494385;55494776;55495180;55495805;55496103	55494288;55494525;55495057;55495572;55495984;55497544	-;-;-;-;-;-	3064	1508	386	52	853	429	88	1356	109	237	483	255	244	273	208	258	489	246	176	153	159	219
Zm00001eb267790_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6	55493809;55494385;55494776;55495180;55495805;55496103;55497032	55494304;55494525;55495057;55495572;55495984;55496959;55497664	-;-;-;-;-;-;-	2982	1507	385	52	851	429	84	1356	109	236	481	255	244	273	208	257	489	244	174	153	159	208
Zm00001eb267790_T006	chr6;chr6;chr6;chr6;chr6	55493663;55494776;55495180;55495805;55496103	55494525;55495057;55495572;55495984;55497544	-;-;-;-;-	3160	1508	386	52	853	429	88	1356	109	237	483	255	244	273	208	258	489	246	176	153	159	219
Zm00001eb267790_T005	chr6;chr6;chr6;chr6;chr6;chr6;chr6	55493663;55494385;55494776;55495180;55495805;55496103;55496315	55494304;55494525;55495057;55495572;55495984;55496179;55497544	-;-;-;-;-;-;-	2945	1508	386	52	853	429	88	1354	109	237	483	255	244	273	208	258	489	246	176	153	159	219
Zm00001eb267810_T001	chr6	56259070	56259753	+	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267820_T001	chr6	56358778	56359976	-	1199	0	1	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zm00001eb267830_T001	chr6	56358792	56360162	+	1371	0	1	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Zm00001eb267840_T001	chr6;chr6	56610785;56613802	56611100;56613977	-;-	492	0	0	0	2	2	2	0	0	2	0	1	11	2	2	13	0	2	9	0	3	78
Zm00001eb267850_T001	chr6;chr6;chr6;chr6;chr6	56617871;56618176;56618488;56618685;56618915	56618090;56618246;56618599;56618825;56619022	-;-;-;-;-	652	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zm00001eb267870_T001	chr6	56730571	56730990	-	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267880_T001	chr6	56822083	56822301	+	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267890_T001	chr6	56822472	56822936	-	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267900_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	57012076;57012249;57012396;57012598;57013261;57013480;57017216;57017396;57017608;57018227;57018451;57018693;57018915;57019149;57020687;57021675;57021881;57022040;57022263;57022480	57012161;57012304;57012499;57012727;57013376;57013546;57017257;57017437;57017684;57018353;57018618;57018818;57019034;57019283;57020761;57021798;57021967;57022126;57022363;57022899	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2290	3443	1859	379	2603	2146	676	5253	550	1193	2216	1412	1185	1097	1064	1114	2404	1419	757	843	884	690
Zm00001eb267900_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	57011852;57012249;57012396;57012598;57013261;57013480;57017216;57017396;57017608;57018227;57018451;57018693;57018915;57019149;57021691;57021881;57022040;57022480	57012161;57012304;57012499;57012727;57013376;57013546;57017257;57017437;57017684;57018353;57018618;57018818;57019025;57019283;57021798;57021967;57022126;57023016	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2430	3438	1861	379	2602	2143	677	5251	549	1193	2217	1411	1184	1097	1066	1114	2403	1420	751	842	882	688
Zm00001eb267900_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	57012027;57012249;57012396;57012598;57013261;57013480;57017216;57017396;57017608;57018227;57018451;57018693;57018915;57019149;57020687;57021691;57021881;57022040;57022480	57012161;57012304;57012499;57012727;57013376;57013546;57017257;57017437;57017684;57018353;57018618;57018818;57019025;57019283;57020761;57021798;57021967;57022126;57022946	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2260	3441	1861	379	2603	2146	677	5254	550	1194	2217	1413	1185	1097	1066	1114	2406	1420	757	842	884	690
Zm00001eb267920_T001	chr6	57071633	57073159	+	1527	5	0	7	0	2	104	3	4	51	0	3	263	0	11	193	0	21	368	0	2	688
Zm00001eb267930_T001	chr6;chr6;chr6;chr6;chr6	57206706;57209145;57209327;57209494;57209780	57207243;57209201;57209376;57209561;57210056	-;-;-;-;-	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267940_T001	chr6	57270246	57271831	+	1586	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	12
Zm00001eb267950_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	57404861;57404968;57405653;57406270;57406630;57407121;57407793;57407951	57404873;57405050;57405729;57406305;57406722;57407160;57407820;57408075	-;-;-;-;-;-;-;-	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267970_T002	chr6;chr6	57934009;57937244	57937156;57938422	-;-	4327	1067	1429	241	608	1622	444	2400	490	995	1459	1173	865	744	772	894	1413	1085	767	626	682	1143
Zm00001eb267970_T001	chr6	57933970	57938580	-	4611	1067	1429	241	609	1622	448	2404	490	995	1459	1173	865	744	773	895	1413	1085	767	626	682	1143
Zm00001eb267980_T001	chr6	57957360	57957909	-	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb267990_T001	chr6	58239556	58239840	+	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb268000_T001	chr6;chr6	58295029;58296146	58296049;58296291	-;-	1167	32	45	10	23	47	21	75	17	44	35	15	52	12	25	79	44	37	176	12	18	208
Zm00001eb268010_T001	chr6	58304481	58304873	+	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb268020_T001	chr6	58309172	58309564	+	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb268040_T001	chr6;chr6;chr6	58478001;58487767;58488293	58478168;58488197;58488509	-;-;-	816	5	5	1	2	2	1	4	0	4	2	5	2	1	3	0	1	3	4	2	3	4
Zm00001eb268050_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	58504007;58505654;58506088;58507068;58508697;58518095;58518568;58519073;58519320;58519742;58521229	58504440;58506009;58506992;58508609;58508777;58518247;58518731;58519220;58519442;58519829;58521776	+;+;+;+;+;+;+;+;+;+;+	4542	1174	2476	1118	782	3421	1861	2476	1186	3134	1664	2016	3335	958	1604	2772	2485	2850	2209	851	1677	1586
Zm00001eb268050_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	58505727;58508697;58518095;58518568;58519073;58519320;58519742;58521229	58508609;58508777;58518247;58518731;58519220;58519442;58519829;58521729	+;+;+;+;+;+;+;+	4141	1141	2425	1093	770	3327	1830	2397	1164	3051	1616	1962	3244	932	1547	2712	2415	2781	2172	830	1604	1555
Zm00001eb268050_T002	chr6;chr6	58504125;58505654	58504440;58506973	+;+	1636	386	560	315	237	1001	417	577	292	772	474	575	838	249	475	775	638	757	555	237	470	397
Zm00001eb268060_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	58824504;58825014;58825424;58825639;58825879;58826455;58826866;58827065	58824850;58825140;58825535;58825785;58825930;58826581;58826969;58827286	-;-;-;-;-;-;-;-	1238	216	211	21	140	192	45	392	46	84	174	114	103	109	80	141	190	117	114	64	55	228
Zm00001eb268060_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	58824504;58825014;58825424;58825639;58825879;58826455;58826866;58827065	58824850;58825140;58825562;58825785;58825930;58826581;58826974;58827286	-;-;-;-;-;-;-;-	1270	216	211	21	140	192	45	392	46	84	174	114	103	109	80	141	190	117	114	64	55	228
Zm00001eb268060_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	58823432;58824023;58825014;58825424;58825639;58825879;58826455;58826866;58827065	58823722;58824850;58825140;58825535;58825785;58825930;58826581;58826974;58827416	-;-;-;-;-;-;-;-;-	2145	241	233	23	157	205	60	456	51	91	207	151	115	136	97	156	214	132	134	73	58	246
Zm00001eb268080_T001	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	59482873;59484051;59484367;59486070;59486304;59486467;59486681;59486922;59487704;59487983;59488164	59483939;59484229;59485949;59486221;59486375;59486619;59486844;59487069;59487826;59488070;59488725	+;+;+;+;+;+;+;+;+;+;+	4291	546	174	54	223	341	157	216	78	209	202	228	526	92	156	572	226	202	837	90	97	1354
Zm00001eb268080_T003	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	59482977;59484051;59486070;59486304;59486467;59486681;59486922;59487704;59487983;59488164	59483879;59485949;59486221;59486375;59486619;59486844;59487069;59487826;59488070;59488591	+;+;+;+;+;+;+;+;+;+	4130	544	174	54	223	341	156	216	78	209	202	231	526	91	155	572	223	202	830	89	95	1336
Zm00001eb268080_T005	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	59483032;59484051;59486070;59486304;59486467;59486681;59486922;59487704;59487983;59488164	59483939;59485949;59486221;59486375;59486619;59486844;59487069;59487826;59488070;59488591	+;+;+;+;+;+;+;+;+;+	4135	545	174	54	223	341	156	216	78	209	202	231	526	92	156	572	226	202	837	90	97	1354
Zm00001eb268080_T004	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	59482981;59486070;59486304;59486467;59486681;59486922;59487704;59487983;59488164	59485949;59486221;59486375;59486619;59486844;59487069;59487826;59488070;59488591	+;+;+;+;+;+;+;+;+	4297	545	174	54	223	341	156	216	78	209	202	231	526	92	156	572	226	202	837	90	97	1354
Zm00001eb268080_T002	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	59482873;59486070;59486304;59486467;59486763;59486922;59487704;59487983;59488164	59485949;59486221;59486375;59486619;59486844;59487069;59487826;59488070;59488725	+;+;+;+;+;+;+;+;+	4457	546	174	54	223	341	157	216	78	209	202	231	526	92	156	572	226	202	837	90	97	1354
Zm00001eb268090_T002	chr6;chr6	59898613;59900515	59899630;59901028	+;+	1532	69	10	2	27	22	10	24	5	11	15	33	33	8	13	35	17	26	31	7	9	70
Zm00001eb268090_T001	chr6;chr6	59898613;59900506	59899630;59901028	+;+	1541	69	10	2	27	22	10	24	5	11	15	33	33	8	13	35	17	26	31	7	9	70
Zm00001eb268090_T003	chr6	59898613	59901028	+	2416	70	10	2	28	23	12	24	5	12	16	33	34	8	15	35	18	26	31	7	9	70
Zm00001eb268100_T001	chr6;chr6	60054553;60058929	60055264;60059269	+;+	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb268110_T001	chr6;chr6;chr6;chr6	60140520;60142991;60143246;60143637	60140678;60143159;60143553;60143651	+;+;+;+	651	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Zm00001eb268120_T001	chr6;chr6;chr6;chr6	60174009;60174739;60175123;60175453	60174121;60174868;60175377;60175506	+;+;+;+	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb268130_T001	chr6;chr6	60176344;60176620	60176502;60176976	+;+	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb268140_T001	chr6	60482862	60483380	+	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb268150_T003	chr6;chr6;chr6	60492586;60493754;60494318	60492802;60494236;60494934	+;+;+	1317	19	22	3	25	47	6	56	11	33	29	30	66	15	35	44	24	39	42	12	15	79
Zm00001eb268150_T005	chr6;chr6;chr6;chr6;chr6	60492591;60493754;60494318;60496361;60496540	60492802;60494236;60494728;60496446;60496635	+;+;+;+;+	1288	18	19	3	25	47	5	53	11	32	29	27	66	15	32	42	22	34	40	12	15	65
Zm00001eb268150_T002	chr6;chr6;chr6;chr6;chr6;chr6	60492586;60493582;60493754;60494318;60495010;60495198	60492802;60493634;60494236;60494728;60495110;60495361	+;+;+;+;+;+	1429	18	19	3	25	49	5	53	11	32	29	27	66	15	32	43	22	34	44	12	15	65
Zm00001eb268150_T004	chr6;chr6;chr6;chr6	60492586;60493582;60493754;60494318	60492802;60493634;60494236;60494934	+;+;+;+	1370	19	22	3	25	49	6	56	11	33	29	30	66	15	35	44	24	39	42	12	15	79
Zm00001eb268150_T001	chr6;chr6;chr6;chr6;chr6;chr6	60492586;60493582;60493754;60494318;60496361;60496540	60492802;60493634;60494236;60494728;60496446;60496635	+;+;+;+;+;+	1346	18	19	3	25	49	5	53	11	32	29	27	66	15	32	42	22	34	40	12	15	65
Zm00001eb268170_T001	chr6;chr6;chr6;chr6;chr6	60811376;60811850;60812035;60812511;60830739	60811732;60811956;60812096;60812603;60830938	-;-;-;-;-	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb268180_T001	chr6;chr6	60925832;60926680	60926554;60926897	-;-	941	0	0	0	0	1	0	0	0	4	0	5	2	1	1	1	1	0	0	0	2	0
